text	task_1	task_2	text_id
"@Gripskrams @janboehm @leogfischer zum kotzen, dieser mob, der sich auch noch als ""das volk"" versteht."	NOT	NONE	hasoc_2020_de_1406
@Meidoragon_ das ist echt so, bei dem Spaß verfliegt die Zeit einfach	NOT	NONE	hasoc_2020_de_2665
"@Echsenkrafthaus @tagesschau ""Meine beiden Omas und Opas ihre Töchter und Ehemänner und die Kinder + deren Kinder u… https://t.co/x6p4P8NkHo"	NOT	NONE	hasoc_2020_de_3280
@chokemeat6am bei türken einfach gelogen	NOT	NONE	hasoc_2020_de_3105
„Ich kann mir überhaupt nicht vorstellen, dass Angela Merkel in der Versenkung verschwindet, sie ist nicht nur eine… https://t.co/S7tU5xcJxy	NOT	NONE	hasoc_2020_de_1796
"RT @SirSchnee: Hört das niemals auf?

Bei dem Volksfest Schlossgrabenhock in #Ehrenkirchen-Kirchhofen hat es einen Messerangriff durch eine…"	NOT	NONE	hasoc_2020_de_1614
@Ralf_Stegner Nach euren unzähligen Lügen glaubt euch diesbezüglich eh kein Mensch. Hört auf uns den nächsten Krieg… https://t.co/wKdTxNluiP	NOT	NONE	hasoc_2020_de_678
@welt Die Franzosen und Tschechen machen das schon für uns, die sind weit weg, den Müll müssen wir auch nicht entso… https://t.co/nC3XxRlxtm	NOT	NONE	hasoc_2020_de_485
gratis muestras porn mia deutsche porno deutsche riesen brste zorras maduras gratis https://t.co/daiFqlMfnB	HOF	PRFN	hasoc_2020_de_3258
RT @kamuezue: Solange Politiker meiner Generation nicht aufhören, die nächste Generation als zu dumm fürs Leben zu beleidigen, dürfen Erstw…	NOT	NONE	hasoc_2020_de_3047
Mein Bus fährt nicht ich bin am arsch :)))))	NOT	NONE	hasoc_2020_de_1092
RT @LIZ_de: Nazis raus im Rathaus #Leipzig #srwle19 https://t.co/4BuFay4i53	HOF	HATE	hasoc_2020_de_913
RT @_schnurri: Ich, wenn ich mit dem Rest der deutschen Linken rumhänge http://t.co/ZlKhzyvCWi	NOT	NONE	hasoc_2020_de_653
@aufklaerer2017 @SawsanChebli @HeikoMaas Sie ist die bundesdeutsche Geheimwaffe gegen den Allahkultus😂	NOT	NONE	hasoc_2020_de_3020
"RT @AufgewachteWelt: Spahn fordert einen europäischen Islam!
                         (ntv)

EU-Wahl‼️

#niewiederCDUCSUSPDGrüneFDPLinke"	NOT	NONE	hasoc_2020_de_649
Jetzt nehmen uns die Ausländer schon die Parkplätze weg. Vor allem die Flüchtlinge, die alle mit ihren Autos kommen… https://t.co/5X2Ji4pcS9	NOT	NONE	hasoc_2020_de_1765
RT @krippmarie: Nach dem mit übelsten Methoden herbeigeführten Staatsstreich in Österreich lassen es sich die deutschen Linken nicht nehmen…	NOT	NONE	hasoc_2020_de_2742
@aussieguylive @JosieJoBee @SunnyCAnderson @femnationwatch @samanthaluvhe Du bist einfach nur Dumm !	HOF	OFFN	hasoc_2020_de_2965
@WunderEileen @Mircow @nicihood Ich wollte mir einfach mein eigenes Bild machen 😅	NOT	NONE	hasoc_2020_de_251
@ExGruene Ohne Bleiberecht hei#t sofortige Abschiebung ist die zu dumm das zu begreifen?	HOF	OFFN	hasoc_2020_de_2227
@MRSL0NELYY Du bist einfach wunderschön 🥺	NOT	NONE	hasoc_2020_de_2875
"@Glueckskekse1 Mir dem ""sch"" haben echt alle Kleinen Probleme. Aber das hört sich immer so süß an😊"	NOT	NONE	hasoc_2020_de_2715
"@HeikoMaas @alicanglobal Dänischer Politiker fordert eine Mauer zu Deutschland zur Abwehr von Flüchtlingen.
Rasmus… https://t.co/b96SSzv5LC"	NOT	NONE	hasoc_2020_de_2377
Es hört nicht auf.	NOT	NONE	hasoc_2020_de_2324
@MarcFelixSerrao Glücklicherweise hat #Merkel den Libanon und Jordanien vor einer Destabilisierung durch deren über… https://t.co/czI0We66HL	NOT	NONE	hasoc_2020_de_3449
@fiomythoughts *glubscht zurück*	NOT	NONE	hasoc_2020_de_1319
gabriel gei https://t.co/ZCJJrLMOPC	NOT	NONE	hasoc_2020_de_422
RT @deutsch365: 💥💥💥 In Afrika wird der Islam wie vor 1.400 Jahren mit Gewalt verbreitet. Die weltweite Expansion des Islam ist scheinbar un…	NOT	NONE	hasoc_2020_de_679
@MarkusHammer9 @tagesschau So dumm kann nur einer schreiben der nicht weis was Krieg bedeutet!	NOT	NONE	hasoc_2020_de_865
Will einfach nur heulen, aber es geht nicht und das Gefühl ist eigentlich noch schlimmer als alles andere	NOT	NONE	hasoc_2020_de_1810
"RT @tagesschau: Zyklon ""Fani"": Es hätte viel schlimmer kommen können https://t.co/kAL6GzUXsu #Fani #Indien"	NOT	NONE	hasoc_2020_de_1358
RT @EmmxbelleChrist: Boah leck... scheiß auf dumme Huren, scheiß auf Nazis. @EmmxbelleChrist hat einen neuen Hass: Stimme von pubertietende…	HOF	PRFN	hasoc_2020_de_2183
@julianabolika ging tatsächlich um einen zeh aber der war nich nur gelb sondern auch so gesplittert und spröde und ekelhaft ich will kotzen	NOT	NONE	hasoc_2020_de_2231
@Blumi_87 @Patriots Arsch😜😜😜😜 https://t.co/3PAMPXSwkI	HOF	PRFN	hasoc_2020_de_2929
@RolandTichy @Menschaffe Weil die GRÜNEN SOROS gehören! Und die Journalisten ebenso von dem gepampert sind! Das ist sonnenklar!	NOT	NONE	hasoc_2020_de_1505
"Was war ich dumm, 
Was war ich stur.
Ging sie fort, die Frau fürs Leben,
O‘ was würd ich für sie geben."	NOT	NONE	hasoc_2020_de_3247
RT @SoleyLifa: @MalteKaufmann Malte guck mal..... Ihr seid schon richtige Checker..... Dummheit ist echt bei Euch Mitmachkriterium ....http…	NOT	NONE	hasoc_2020_de_3233
RT @nicole_schoen: Sebastian Kurz „schweigt“, Sebastian Kurz „schaut zu“, blablabla, hört doch einfach auf, ihn als Außenstehenden zu betra…	NOT	NONE	hasoc_2020_de_1643
@AlteRosa7 @marcelsardo @Propapanda666 Beides halt Scheiße im Endeffekt	NOT	NONE	hasoc_2020_de_599
"RT @wortuose: Jeder hat ja so einen Song, den er das erste Mal hört (und sieht) und sich denkt: 

Boom!

Meiner ist dieser hier:

https://t…"	NOT	NONE	hasoc_2020_de_2921
Dat Murksel is in Brüssel, um ihren blassen Willi namens weber auf'n Thron zu hieven.	NOT	NONE	hasoc_2020_de_629
"@ChristianEnder @Hallaschka_HH ist aber Blödsinn,
niemand, der eine deutsche Staatsangehörigkeit erworben hat, 
mus… https://t.co/n9fEOQ0Fiu"	NOT	NONE	hasoc_2020_de_1165
"RT @MensworldZone: Wenn Frauen in die Jahre kommen und einen stock im Arsch haben dann endet das so!
Als ob ein ""block"" eine strafe wäre. h…"	NOT	NONE	hasoc_2020_de_2500
@PsychBSC @fanvomscf @Canstatt93 @fcunion Warum schaffen wir nich einfach das auf- und absteigen ab? 😂😂😂	NOT	NONE	hasoc_2020_de_85
RT @baerbeli04: Ich bin für den sofortigen Kohleausstieg! Ab sofort keine Kohle mehr für  Grüne, deren Politik sich gegen das Wohl des Volk…	NOT	NONE	hasoc_2020_de_869
RT @aufklaerer2017: Was soll man zu @sawsanchebli von der @spdberlin noch sagen ? Wenn sie Tweetet, warte einfach, bis sie sich selbst wide…	NOT	NONE	hasoc_2020_de_2466
"RT @HannahNeedsHugs: hab grade wieder gemerkt was für eine scheiß schlechte freundin ich doch bin

das ihr mit mir befreundet sein müsst tu…"	HOF	PRFN	hasoc_2020_de_350
"@Fred_ahoi Nur blöd, wenn man's vor lauter Dummheit und Gier nicht erwarten kann, bis man ""ehemaliger Parteichef"" ist. 😁"	NOT	NONE	hasoc_2020_de_2389
RT @cornelia_cagol: Bei aller Welcome-Euphorie vergessen Merkel &amp; Co. gänzlich die Belange der Bürger und der Staatsbediensteten. Merkel &amp;…	NOT	NONE	hasoc_2020_de_533
RT @Gaby3101: Ich will nicht behaupten, dass ich zugenommen habe, aber wenn Sie mir am Arsch vorbeigehen, nehmen Sie Proviant für 3 Tage un…	NOT	NONE	hasoc_2020_de_420
Ich hab so null Ideen, was ich zeichnen soll. Haut mal ein paar Ideen raus!	NOT	NONE	hasoc_2020_de_1244
Scheisse, jetzt muss ich auch ins Europaparlament einziehen.	HOF	PRFN	hasoc_2020_de_1681
@Traijan_ @misterlemonade_ @maudado @DeutschlandVolt Kann man denn nicht einfach die Grünen wählen? Die sind immerh… https://t.co/KlqeIcpY8P	NOT	NONE	hasoc_2020_de_1044
Ich bin echt am struggeln, ob ich mich traue meinen Arsch mal in so'n schicken Jumpsuit zu drücken qwq	NOT	NONE	hasoc_2020_de_2736
sofort diese masken dreck von meine gesicht. auch raus aus meinen gesäß, bauch. die NSA soll die schlangen weg, sof… https://t.co/Q23SXXY3rI	NOT	NONE	hasoc_2020_de_2791
@Floooryy @xDeturns @MyraHawo Sag das mal zu einem Kanack ins Gesicht du Hurensohn	HOF	PRFN	hasoc_2020_de_2840
@mac_and_i @heiseonline die haben halt wie Samsung gemerkt das genug Idioten deren Phones auch alle 12 Monate kaufe… https://t.co/gKx1SQwdKn	NOT	NONE	hasoc_2020_de_84
#Grüne haben es in #Kolumbien nicht einfach - https://t.co/dEXg3LPE8k	NOT	NONE	hasoc_2020_de_3459
Jetzt europäische Nazis im #ZDF. #Europawahl2019	NOT	NONE	hasoc_2020_de_9
"Die Idioten Verbrecher und Wahnsinnigen im NRW-Landtag haben diesem Gesetz zugestimmt.
https://t.co/8tfy8jcSdG
https://t.co/vRPDSOkvNz"	NOT	NONE	hasoc_2020_de_2695
@ichbinschoener @echo_pbreyer @szagunn Für Freigabe von Drogen sind die Grünen auch schon lange nicht mehr, stimmt's? ;-)	NOT	NONE	hasoc_2020_de_964
Merkel wäre das nicht passiert #AmthorVideo	NOT	NONE	hasoc_2020_de_833
@Yuma_lein Wird unter einem grünen Justizsenator und einer grünen Bezirksbürgermeisterin schwierig 😉	NOT	NONE	hasoc_2020_de_2697
Deutsche Behörden halten Bagdadi-Video für echt https://t.co/k7f6NfuPBB	NOT	NONE	hasoc_2020_de_3301
@GehDuschen69 Boy schaff ich auch nicht bleib mit der lieben Anna sitzen	NOT	NONE	hasoc_2020_de_1827
"RT @spitze19: @namifay @Nooirine Was soll diese Scheiß..???
Arschloche Deutschen Leuten.
Kartoffelfresser.
Kommt doch mal nach Thailand, da…"	HOF	HATE	hasoc_2020_de_3483
RT @CaZuRaa11: So ein Hurensohn, ohne Witz. https://t.co/hZJIdRkPrm	HOF	PRFN	hasoc_2020_de_2626
"@Gegen_die_AfD richtig no Nazis, also keine Parteien, die hochprozentig Nazis in Amt und Würden hatten
https://t.co/OxQ36LhiXR"	NOT	NONE	hasoc_2020_de_1322
was soll ich jetzt machen um geld zu verdienen? in nem klamotten laden arbeiten?? bedienen gehen?? meinen arsch verkaufen??	NOT	NONE	hasoc_2020_de_2477
RT @Hadmut: Blog: Merkels 2002-zu-2015-Wende https://t.co/AJ29pIJsAW	NOT	NONE	hasoc_2020_de_312
Deutsche Kappa https://t.co/Yc5I6gQHFn	NOT	NONE	hasoc_2020_de_1224
"RT @SirSchnee: „Ja, es war dumm“ - Österreichs Vizekanzler #Strache tritt zurück.

In #Oesterreich wird noch zurück getreten, dies kennt ma…"	NOT	NONE	hasoc_2020_de_1260
@KimberlyHot4 Wie geil 🍆🍆🤩🤩 haste auch schon ne geile Double Penetration bekommen mit gleichzeitig Schwanz im arsch… https://t.co/4VJbVj6Lqc	HOF	PRFN	hasoc_2020_de_2203
RT @deutsch365: Muslimische Welt empört: Angola verbietet den Islam - https://t.co/6ynyw2sES9 https://t.co/ey8UhB5bP9	NOT	NONE	hasoc_2020_de_2541
"RT @AndreaSchlegel3: https://t.co/bXmmFYhTvA
Bescheuerter geht's echt nicht mehr.. Der Berliner Senat will zurückkehrende IS Terroristen vo…"	NOT	NONE	hasoc_2020_de_174
Und Herbert ist nicht eingeladen? Undankbares Pack! #gntmfinale #GNTM	NOT	NONE	hasoc_2020_de_588
"Martin Schulz
@MartinSchulz"	NOT	NONE	hasoc_2020_de_1396
Da sollte man besser mit dem Rücken zur Wand sitzen 😬	NOT	NONE	hasoc_2020_de_143
Dieser Kommentar zeigt eindeutig, wie nah sich AfD und Nazis nahestehen. Eine Schande für EU und das deutsche Volk,… https://t.co/mOmu66QPhL	NOT	NONE	hasoc_2020_de_6
Vault 69 - 999 Frauen und ein Typ	NOT	NONE	hasoc_2020_de_1462
@namenskind Es weiss es einfach und du dann auch! 😊❤️	NOT	NONE	hasoc_2020_de_1050
@bettercallaxel Grüne eher nicht: https://t.co/OTwBikhJJ9	NOT	NONE	hasoc_2020_de_760
@janboehm Kaum tut ein Politiker mal was fürs Volk wird er auch schon angegriffen. Wäre er ein besserer Politiker w… https://t.co/JYMMtWWCoI	NOT	NONE	hasoc_2020_de_2011
“Die Linken”	NOT	NONE	hasoc_2020_de_571
@texas_boi69 Nehm ich gerne und bearbeite in mit dem mund und meinen arsch	HOF	PRFN	hasoc_2020_de_2402
RT @zeitonline: Bei der Europawahl werden die deutschen Grünen wohl ein Rekordergebnis erzielen. Doch wie sieht es eigentlich im Rest von E…	NOT	NONE	hasoc_2020_de_3298
@Anabell2301 Willkommen zurück.	NOT	NONE	hasoc_2020_de_2018
RT @pinkcrazypony: Millionenfach holt man Islamisten ins Land und präsentiert sich noch auf Wahlkampfplakaten mit Islamisten und jede Parte…	NOT	NONE	hasoc_2020_de_406
@MarieSkyler13 Geiler Arsch	HOF	PRFN	hasoc_2020_de_697
RT @frankundfreya: Kasperletheater für dumme Kartoffeln https://t.co/6OGaAcr0a2	HOF	HATE	hasoc_2020_de_1995
@ZtarEid @MULTR4BR41N Es musste einfach mal wieder sein	NOT	NONE	hasoc_2020_de_2519
@Harit04 @Justin44243406 @DerMalteDuerr In München hätte man keinen Unterschiedmacher gebraucht, sondern einen Arsch in der Hose.	NOT	NONE	hasoc_2020_de_2253
Ich bin jetzt schon #TeamQuintus weil er sich weigert den verschwitzten Lendenschurz von einem anderen Dude anzuzie… https://t.co/ZyafHJLqda	NOT	NONE	hasoc_2020_de_1708
@ObiJuanKenobi6 @reklamedame Schlimmer sind eher die, die Kritiker als Hater abstempeln.	NOT	NONE	hasoc_2020_de_31
RT @MontanaBlack: Jeder der diesen komischen Frauen Face Filter Postet ist ein Opfa	NOT	NONE	hasoc_2020_de_2354
RT @SimyisCW: Habe gerade mein deepWaterBlue Pack released. Falls ihr noch ein stabiles Pack braucht, könnt ihr es euch gerne downloaden :)…	NOT	NONE	hasoc_2020_de_2632
@dieserOskar Ist einfach so. Sorry das müsste raus. Ich könnte es mir nicht unterdrücken. Ich würde einfach von meinem Gehirn gezwungen	NOT	NONE	hasoc_2020_de_3009
RT @helllud123: @ZDFheute Tja, das zeigt nur einmal mehr, wie unfassbar unfähig die linksradikalen Altparteien sind. Außer Hetze und indire…	NOT	NONE	hasoc_2020_de_1463
@Didinable Was für ein widerliches Stück Scheiße dieser Typ	HOF	OFFN	hasoc_2020_de_2689
"@HeyItsMeBuboy @greeeengurl einzig richtiges ranking:

pc &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;ps&gt;&gt;&gt;xbox"	NOT	NONE	hasoc_2020_de_815
Cheers! 🍹 Afterwork -&gt; FF einläuten! #freierfeiertag #afterwork #cheers #itsaperoloclock #ourhood #lieblingsnachbar… https://t.co/H9MOfdGk7G	NOT	NONE	hasoc_2020_de_1948
"RT @GeriBarreti: Rauchermüll ordnungsgemäß entsorgt
#antiraucher #blackandwhitephotography https://t.co/eHBNbQNX6l"	NOT	NONE	hasoc_2020_de_646
RT @SPIEGELONLINE: Fraktionen beklagen Ausschluss: Grüne und Linke attackieren Seehofer wegen Einheitsfeier https://t.co/ivJ3jmSvBe https:/…	NOT	NONE	hasoc_2020_de_907
Es ist so ungewohnt im Bus zu sitzen	NOT	NONE	hasoc_2020_de_3431
"RT @old_and_grumpy: Heidi Klum ist peinlicher als die gesamte deutsche Politik.

Das ist schon ne Leistung."	NOT	NONE	hasoc_2020_de_856
@KarpReturns klingt doch voll ulkig also echt es gibt legit 7 deutsche synchronsprecher	NOT	NONE	hasoc_2020_de_3368
Alle Kinder werden unsere neue Rucksäcke lieben! Süße Pandas und Lamas mit abstehenden Ohren, „beißender“ Hai oder… https://t.co/NddIsAAtcg	NOT	NONE	hasoc_2020_de_798
@Einzelfallinfos Am Arsch!🖕🏻	HOF	PRFN	hasoc_2020_de_2135
@MalteKaufmann 3, 2, 1...ich warte schon auf die linken Verharmloser von religiösen Kopftüchern für Kinder.	NOT	NONE	hasoc_2020_de_3106
RT @Ugugu: Studiert ungläubig Wahlresultate von ehemals linken Hochburgen in Mittel- und Süditalien in denen Salvini abgeräumt hat. Schon v…	NOT	NONE	hasoc_2020_de_3340
"Am krank sein hasse ich am meisten die Gliederschmerzen...
Ohne scheiß, welcher Vollhorst hat das denn bitte erfunden!??"	NOT	NONE	hasoc_2020_de_3050
RT @DestroysBoys: Boxer verde #Pack #ChicoDesnudo #DestroysBoys https://t.co/AQUZ45izdJ	NOT	NONE	hasoc_2020_de_1695
@ralf_bauer @Ma_Heller @welt Gibt's denn nicht so ein vermummungsverbot? Oder gilt das nicht bei den Linken?	NOT	NONE	hasoc_2020_de_1418
Scheiß ma auf Charakter Hauptsache mein Sack wird entleert	HOF	PRFN	hasoc_2020_de_2751
Daniel Vogelbach &gt; Your favorite player	NOT	NONE	hasoc_2020_de_1887
jetzt ab in eine andere welt nachti	NOT	NONE	hasoc_2020_de_3165
porno nani gratis partnertausch kostenlose deutsche pornos sesso gratis segretaria deutsche mature als sklavin https://t.co/kBuplnQxQI	NOT	NONE	hasoc_2020_de_1670
RT @Disfosgen: Während wir uns von #Kühnert ablenken lassen, arbeiten die #Grünen weiter an der Umsetzung --&gt; Marsch in den totalitären Sta…	NOT	NONE	hasoc_2020_de_2055
@SLAKE180 @KaFuNow Willkommen zurück 👍	NOT	NONE	hasoc_2020_de_2944
Warum der Höhenflug der Grünen i-wann in sich zusammenbrechen wird - weil sie mit ihrer Vorstellung eines grünen Ka… https://t.co/UONx1zjinQ	NOT	NONE	hasoc_2020_de_645
RT @srfnews: #Malaysia will nicht mehr die Müllhalde der Welt sein und schickt tonnenweise importierten #Müll zurück an die Absender. #Abfa…	NOT	NONE	hasoc_2020_de_1104
RT @danslesfIammes: junge erdnussbutter ohne trinken kriegste nicht runter die scheiße kelbt wie ein hurensohn	HOF	PRFN	hasoc_2020_de_2240
@Auristrahl chillen und einfach chillen	NOT	NONE	hasoc_2020_de_1949
Vestalentracht einher; wirf du sie ab!	NOT	NONE	hasoc_2020_de_3132
@FrikaWies Wäre Clinton an die Macht gekommen, hätte sie auch die USA mit Moslems geflutet. Hatte sie ja schon ange… https://t.co/owsDj0zNaT	NOT	NONE	hasoc_2020_de_938
Wenn das Kind schon genug Spielzeug hat, kauft Frau halt was für den Hund. 🤣 https://t.co/7A1Gd1Zl9Y	NOT	NONE	hasoc_2020_de_2511
@grobi_grobsen Chefs lachen über Idioten, die für lau arbeiten!	NOT	NONE	hasoc_2020_de_1646
Ja, echt mal! Wo kommen wir denn da hin, wenn #Wissenschaftler einfach so zu #Ergebnissen kommen? Wäre die… https://t.co/CR4mA52SS5	NOT	NONE	hasoc_2020_de_1939
"RT @helllud123: Staatsfunk und Lügenpresse befinden sich im absoluten Panikmodus und verbreiten dummdreiste Lügen""

""Portale, die zum Teil…"	HOF	HATE	hasoc_2020_de_321
Warum gibt es Kalorien und Fett und Zucker ich will einfach nur Müll in mich reinstopfen bis ich mich nicht mehr be… https://t.co/sfTlW5pU7F	NOT	NONE	hasoc_2020_de_1660
Sau dumme Strafe von Ehliz #GERSVK #EishockeyWM	NOT	NONE	hasoc_2020_de_340
"RT @kifferbarbie: Supermarkt.

Irgendein Kind: „Maaaaamaaaaa!“
Ich: „VERDAMMT NOCHMAL, WAS?!?“
Mein Kind: „Bist du dumm, ich steh neben dir…"	HOF	PRFN	hasoc_2020_de_3429
@AkebanBluepaw Ist halt voll die scheiß verarsche das geht gar nicht 😡	HOF	PRFN	hasoc_2020_de_3418
Kostenlose omapornos, porno deutsche reife. Geile deutsche krankenschwestern, redtobe gratis! https://t.co/aSdBN80urM	NOT	NONE	hasoc_2020_de_1742
lak dumme nutte was willst du von meinen eiern	HOF	PRFN	hasoc_2020_de_3491
"RT @BruderVom: Flüchtling mit 3 Frauen bewohnt 3 Wohnungen Deutsche Rentner auf dem Campingplatz
Ganzes Video:
https://t.co/YoiO8GmKrD http…"	NOT	NONE	hasoc_2020_de_796
@ziemlichmuede yess bin hoffentlich sowieso bald in 50	NOT	NONE	hasoc_2020_de_2539
"RT @talita_kum76: Warum fühlt man sich dumm, wenn man etwas nicht weiß?

Eigentlich ist man doch nur dumm, wenn man nicht lernen möchte."	NOT	NONE	hasoc_2020_de_3272
"⭐ PowerCell-Aktie sackt ab: Jetzt positionieren! ⭐
 https://t.co/ixTVmwkNLr"	NOT	NONE	hasoc_2020_de_3102
Raus mit dem Pack	HOF	HATE	hasoc_2020_de_2422
Uhhhhhhh, wie kann man so.... nichtmal dumm sein, keine Ahnung was das ist xD	NOT	NONE	hasoc_2020_de_2448
@vanishedLeaf Scheiß mal auf mathe du kannst stolz auf dich sein	NOT	NONE	hasoc_2020_de_3289
"RT @deutsch365: 🇩🇪🇩🇪‼️ In Zwickau war das ""Maas"" voll, hunderte Bürger ""verjagten"" den Bundesjustizminister Heiko Maas aus der Stadt‼️🇩🇪🇩🇪…"	NOT	NONE	hasoc_2020_de_2936
"RT @maxotte_says: Teaser: ""#Merkel richtet flammenden Appell an Studenten."" Merkel? Nach #Harvard reisen, #Trump bekritteln, zu Hause #AKK…"	NOT	NONE	hasoc_2020_de_1903
RT @jouwatch: Wirtschaftsaussichten: Deutschland ist am Arsch https://t.co/tlqqvZ8Dj3 https://t.co/NuABfRadVr	HOF	PRFN	hasoc_2020_de_3352
@RudiRocka @tagesschau Ich bin aber kein Fascho: ich habe genauso was gegen Nazis, den Nationalsozialismus wie auch… https://t.co/X6piXUWWa6	NOT	NONE	hasoc_2020_de_779
"@Scyltara @MartinaZann Es fehlen Ötzemir Özekuz Barlay CHEBLI Lauterbach Stegner Roth Fahimi Künast 
Schulz K.Schul… https://t.co/3A7GWGf2k3"	NOT	NONE	hasoc_2020_de_3193
Scheiss GEISTERRADLER!!🤮🤢😡	HOF	PRFN	hasoc_2020_de_539
"Keine Versorgungssicherheit: Europa kann die deutsche Stromversorgung nicht retten 

https://t.co/gnkE7Cm99o via @welt"	NOT	NONE	hasoc_2020_de_523
"@COMPACTMagazin Das diese Büttel des Systems sich noch trauen sich als ""Linke"" zu bezeichnen. Beamte gehören zum Überbau. *Kopf schüttel *"	NOT	NONE	hasoc_2020_de_3325
"RT @SehrLesbisch: Hört auf, Nazis ihre Normalisierungsarbeit zu vereinfachen, indem ihr ~zum Spott~ deren Ideologie anwendet.

Ich bin's SO…"	NOT	NONE	hasoc_2020_de_1365
@NextLvlBastard @TomGoerdy Bischte dumm oder so?	NOT	NONE	hasoc_2020_de_1553
"RT @kulturbolschewi: So. Nun sehen wir mal, ob das großmäulig angekündigte ""Politiker abstrafen"" dann auch mal funktioniert.

Dazu müsste m…"	NOT	NONE	hasoc_2020_de_1593
@CallmeSMZ Bist einfach unterbelichtet Kid	NOT	NONE	hasoc_2020_de_564
RT @66Norweger66: Es wird immer Besser! Wie ich schon sagte, die DE Politiker lassen sich immer neue Sachen einfallen. Um den Einfachen Arb…	NOT	NONE	hasoc_2020_de_1986
@MikotoMunakata @chefkochroci @moviepilot Sorry, aber dann bist du einfach dumm. Man findet das doch direkt...	HOF	OFFN	hasoc_2020_de_415
Handsome jack collection im sale auf steam einfach mal gegönnt hät ich gesagt.	NOT	NONE	hasoc_2020_de_1379
"Linke Idioten kann man nur noch blocken.
#Vatertag https://t.co/ZMjScHXMNT"	NOT	NONE	hasoc_2020_de_57
"RT @AndreasStraub: ZDF Heute: Merkel in Mali, Hochburg der Menschenschmuggler.

Sie überwacht persönlich dass Bevölkerungsaustausch der Eur…"	NOT	NONE	hasoc_2020_de_2330
